Date;Experiment;Phase;pH;Conductivity;Temperature;DO;BiogasM;BiogasCum;CH4;CO2;CH4/CO2 ratio;total;O2;Experimental Comments
2005-01-26;Column 2;1;5.72;7.78;1.6;0.3;5294.02;2518.02;48.68;51.32;;;;
2005-01-28;Column 2;1;5.69;13.03;4.8;0.4;5318.33;2542.33;61.7;38.3;;;;
2005-02-02;Column 2;1;5.72;10.74;8.5;0.4;5388.42;2612.42;57.07;42.93;;;;
2005-02-04;Column 2;1;5.74;9.69;5.6;0.4;5414.02;2638.02;39.06;60.94;;;;
2005-02-07;Column 2;1;5.78;7.41;2.4;0.4;5478.31;2702.31;31.11;68.89;;;;
2005-02-09;Column 2;1;6.07;20.8;4.6;0.4;5508.95;2732.95;65.27;34.73;;;;
2005-02-11;Column 2;1;5.75;22.3;7.6;0.4;5548.83;2772.83;50.15;49.85;;;;
2005-02-14;Column 2;1;5.79;11.92;5.3;0.4;5615.52;2839.52;44.98;55.02;;;;
2005-02-16;Column 2;1;5.73;11.81;3.1;0.4;5630.25;2854.25;47.52;52.48;;;;
2005-02-18;Column 2;1;5.78;11.46;3.2;0.4;5650.87;2874.87;48.5;51.5;;;;
2005-02-21;Column 2;1;5.77;7.7;3.4;0.4;5699.85;2923.85;51.04;48.96;;;;
2005-02-23;Column 2;1;5.79;18.62;1.7;0.4;5723.18;2947.18;55.72;44.28;;;;
2005-02-25;Column 2;1;5.8;13.95;1.7;0.4;5750.35;2974.35;55.21;44.79;;;;
2005-02-28;Column 2;1;5.85;8.37;0;0.3;5787.89;3011.89;53.28;46.72;;;;
2005-03-02;Column 2;1;5.85;10;0;0.3;5817.93;3041.93;66.58;33.42;;;;
2005-03-07;Column 2;1;5.72;26.9;3.6;0.3;5853.8;3077.8;60;40;;;;
2005-03-09;Column 2;1;5.58;20.6;5.8;0.3;5892.73;3116.73;60;40;;;;
2005-03-11;Column 2;1;5.75;25.7;5.8;0.4;5930.92;3154.92;60;40;;;;
2005-03-14;Column 2;1;5.71;11.66;5.8;0.4;5988.78;3212.78;60;40;;;;
2005-03-16;Column 2;1;5.66;20.7;9.3;0.3;6041.57;3265.57;14;10;;;;
2005-03-18;Column 2;1;5.68;12;9;0.3;6103.7;3327.7;27;49;;;;
2005-03-23;Column 2;1;5.67;12.64;11.5;0.2;6302.5;3526.5;30;70;;;;
2005-03-30;Column 2;1;5.7;13.27;11.2;0.3;6616.42;3840.42;38;62;;;;
2005-04-01;Column 2;1;5.69;16.19;11.2;0.3;6712.73;3936.73;37;63;;;;
2005-04-04;Column 2;1;5.73;17.27;13.6;0.3;6878.9;4102.9;36;64;;;;
2005-04-06;Column 2;1;5.83;15.65;10.5;0.3;6966.54;4190.54;42;58;;;;
2005-04-08;Column 2;1;5.8;8.99;9.6;0.3;7064.72;4288.72;43;57;;;;
2005-04-11;Column 2;1;5.78;11.92;9.6;0.3;7167.3;4391.3;45;55;;;;
2005-04-15;Column 2;1;5.79;9.97;10.9;0.3;7363.85;4587.85;50;50;;;;
2005-04-18;Column 2;1;5.79;10.48;10.8;0.3;44;4631.85;50;50;;;;
2005-04-25;Column 2;1;5.79;11.2;11.3;0.3;39.7;4671.55;55;45;;;;
2005-04-29;Column 2;1;5.79;11.2;11.3;0.3;36.6;4708.15;56;44;;;;
2005-05-02;Column 2;1;5.73;28.8;17.5;0.3;0.2;4708.35;56.8;43.2;;;;
2005-05-05;Column 2;1;5.7;28.8;13;0.3;51.4;4759.75;57;42.4;;;;
2005-05-06;Column 2;1;5.84;;12;0.3;39.8;4799.55;57;41.6;;;;
2005-05-07;Column 2;1;5.74;30.1;12.1;0.3;46;4845.55;59;40.8;;;;
2005-05-09;Column 2;1;5.67;25.3;10.6;0.3;8;4853.55;60;40;;;;
2005-05-11;Column 2;1;5.73;28.8;11;0.3;4.8;4858.35;61;39.2;;;;
2005-05-17;Column 2;1;5.69;30.7;14.9;0.3;0.4;4858.75;62;38.4;;;;
2005-05-20;Column 2;1;5.67;30.8;16.7;0.3;0.4;4859.15;63;37.6;;;;
2005-05-23;Column 2;1;5.8;30.5;18;0.3;0.3;4859.45;63;36.8;;;;
2005-05-25;Column 2;1;5.65;31.1;18.8;0.3;0.8;4860.25;64;36;;;;
2005-05-30;Column 2;1;5.74;31;15.8;0.3;9.1;4869.35;58.6;35.2;;;;
2005-06-01;Column 2;1;5.78;31.4;14;0.3;6.2;4875.55;58.9;34.4;;;;
2005-06-03;Column 2;1;;;17.2;0.3;714;5589.55;59.2;33.6;;;;
2005-06-06;Column 2;1;5.66;31.8;15.2;0.3;1226.8;6816.35;59.5;32.8;;;;
2005-06-08;Column 2;1;;;;;830.8;7647.15;59.8;32;;;;
2005-06-13;Column 2;1;;;;;2218.8;9865.95;60.1;31.2;;;;
2005-06-15;Column 2;1;5.67;32;15.5;0.3;16.8;9882.75;60.4;30.4;;;;
2005-06-17;Column 2;1;5.7;31.97;19.2;0.3;866;10748.75;60.7;29.6;;;;
2005-06-21;Column 2;1;5.37;31.5;21.6;0.3;1837.2;12585.95;61;28.8;;;;
2005-06-22;Column 2;1;5.16;31.2;21.3;0.3;458.2;13044.15;61.3;28;;;;
2005-06-24;Column 2;1;5.22;31.4;24.2;0.3;829.4;13873.55;61.6;27.2;;;;
2005-06-27;Column 2;1;5.25;31.3;19.1;0.3;1116.3;14989.85;61.9;26.4;;;;
2005-06-29;Column 2;1;5.67;31.4;20;0.3;587.9;15577.75;62.2;25.6;;;;
2005-07-01;Column 2;1;5.35;31.3;18.2;0.3;526.2;16103.95;62.5;24.8;;;;
2005-07-04;Column 2;1;5.65;31.6;18.9;0.3;582.5;16686.45;62.8;24;;;;
2005-07-06;Column 2;1;5.64;31.8;16.7;0.3;319.8;17006.25;63.1;23.2;;;;
2005-07-08;Column 2;1;5.65;31.7;17.3;0.3;315.6;17321.85;63.4;22.4;;;;
2005-07-11;Column 2;1;5.63;31.8;20.7;0.3;452.4;17774.25;63.7;21.6;;;;
2005-07-13;Column 2;1;5.63;32.1;19.8;0.3;390.3;18164.55;64;21;;;;
2005-07-15;Column 2;1;5.62;32.2;21.8;0.3;413.2;18577.75;64.3;21;;;;
2005-07-18;Column 2;1;5.63;32.5;20.5;0.3;622.2;19199.95;73;21;;;;
2005-07-20;Column 2;1;5.58;32.6;18.9;0.3;375.6;19575.55;74;22;;;;
2005-07-22;Column 2;1;5.57;32.7;16.6;0.3;315.7;19891.25;73;21;;;;
2005-07-25;Column 2;1;5.58;32.7;17.8;0.3;383.1;20274.35;73;22;;;;
2005-07-28;Column 2;1;5.63;32.6;18.8;0.3;376.5;20650.85;72;23;;;;
2005-08-01;Column 2;1;5.56;32.3;16.4;0.3;479.1;21129.95;71;23;;;;
2005-08-03;Column 2;1;5.46;32.4;17.9;0.3;332.6;21462.55;67;20;;;;
2005-08-08;Column 2;1;5.48;32.6;15.6;0.2;335.4;22063.55;61;17;;;;
2005-08-10;Column 2;1;5.48;30.2;15.6;0.2;194.2;22257.75;57;22;;;;
2005-08-12;Column 2;1;5.47;33;17.5;0.2;214.7;22472.45;60;30;;;;
2005-08-15;Column 2;1;5.48;30.3;16.3;0.2;313.7;22786.15;56;44;;;;
2005-08-17;Column 2;1;5.43;32.8;16.8;0.2;211.6;22997.75;57;43;;;;
2005-08-22;Column 2;1;5.52;32.4;18.5;0.2;577.6;23575.35;58;42;;;;
2005-08-26;Column 2;1;5.72;32.4;16.6;0.2;547.6;24122.95;60;40;;;;
2005-08-29;Column 2;1;5.79;32.2;18.1;0.2;278.6;24401.55;61;39;;;;
2005-09-01;Column 2;1;5.81;25.4;21.7;0.2;;24401.55;62;38;;;;
2005-09-08;Column 2;1;5.75;32;19.8;0.2;686.8;25088.35;63;37;;;;
2005-09-12;Column 2;1;5.9;32.5;17.8;0.2;410.8;25499.15;64;36;;;;
2005-09-14;Column 2;1;5.82;31.7;18.4;0.2;291.4;25790.55;65;35;;;;
2005-09-21;Column 2;1;5.75;31.7;14.9;0.2;658.4;26448.95;66;34;;;;
2005-09-28;Column 2;1;;;15.5;0.2;628.8;27077.75;66;34;;;;
2005-10-10;Column 2;1;;;15.2;0.2;730.2;27807.95;65;34;;;;
2005-10-20;Column 2;1;;;;0.2;673.1;28481.05;64;35;;;;
2005-10-31;Column 2;1;6.14;30.8;16.3;0.2;576.3;29057.35;62;36;;;;
2005-11-02;Column 2;1;6.18;30.6;12.3;0.2;124.3;29181.65;67;37;;;;
2005-11-08;Column 2;1;6.28;30.4;12.3;0.2;300.1;29481.75;65;38;;;;
2005-11-10;Column 2;1;6.36;30.6;10.2;0.2;68.7;29550.45;65;39;;;;
2005-11-14;Column 2;1;6.49;30.8;7.6;0.2;76.4;29626.85;65;40;;;;
2005-11-16;Column 2;1;6.62;29.8;8.8;0.2;60.8;29687.65;62;40;;;;
2005-11-18;Column 2;1;6.56;29.6;5.5;0.2;31.8;29719.45;61;39;;;;
2005-11-22;Column 2;1;7.38;26.8;4;0.2;62;29781.45;60;40;;;;
2005-11-24;Column 2;1;7.34;27.3;6.4;0.2;81.8;29863.25;57;43;;;;
2005-11-28;Column 2;1;7.2;27.3;3.5;0.2;147.6;30010.85;55;45;;;;
2005-11-30;Column 2;1;;;;;42.2;30053.05;55;45;;;;
2005-12-05;Column 2;1;6.88;24.6;7.6;0.2;154.2;30207.25;55;45;;;;
2005-12-07;Column 2;1;6.83;27.3;7.7;0.2;62.1;30269.35;55;45;;;;
2005-12-12;Column 2;1;6.85;27.3;7.3;0.2;104.5;30373.85;55;45;;;;
2005-12-19;Column 2;1;6.82;26.9;7.2;0.2;176.4;30550.25;55;45;;;;
2005-12-22;Column 2;1;6.81;26.9;8.1;0.2;83.6;30633.85;55;45;;;;
2005-12-27;Column 2;1;;;;;122.7;30756.55;55;45;;;;
2005-12-29;Column 2;1;7.01;27.2;1.6;0.2;35.3;30791.85;55;45;;;;
2006-01-02;Column 2;1;6.86;26.4;4.3;0.2;44.3;30836.15;55;45;;;;
2006-01-04;Column 2;1;6.88;27;3.7;0.2;6.9;30843.05;55;45;;;;
2006-01-11;Column 2;1;6.84;26.8;4.2;0.2;100.5;30943.55;55;45;;;;
2006-03-01;Column 2;2;;;;;0.21;0.21;;;;;;
2006-03-02;Column 2;2;6.31;22.6;11;0.9;0.71;509.71;0;64;;;3.2;
2006-03-03;Column 2;2;;;;;;509.71;;;;;;
2006-03-06;Column 2;2;6.17;25.6;5.7;0.4;1.3;1812.21;;98;;;1.8;
2006-03-07;Column 2;2;6.41;26.2;5;0.3;1.35;1860.51;15;76;;;1.3;
2006-03-08;Column 2;2;;;;;1.41;1922.91;;;;;;
2006-03-09;Column 2;2;6.44;26.3;7;0.3;1.44;1946.91;;;;;;
2006-03-13;Column 2;2;6.61;27.6;0.7;;1.48;1993.61;;;;;;
2006-03-20;Column 2;2;6.21;29.6;4.3;;1.53;2041.91;;;;;;
2006-03-23;Column 2;2;6.37;26.9;3.3;0.2;1.56;2068.81;22;55;;;1;
2006-03-27;Column 2;2;6.02;26;12.7;0.2;1.82;2330.51;26;47;;;;
2006-04-01;Column 2;2;6.03;25.8;12.1;;2.28;2784.91;33;32;;;;
2006-04-03;Column 2;2;6;26;9.2;0.2;2.41;2915.61;28;33;;;;
2006-04-04;Column 2;2;5.97;26.4;10.1;0.2;2.42;2925.21;40;28;;;;
2006-04-07;Column 2;2;5.85;26.5;9.4;0.2;2.55;3059.71;7.7;68.7;;;;
2006-04-10;Column 2;2;6.05;26.8;8.5;0.2;2.69;3194.71;23.8;73.8;;;;
2006-04-14;Column 2;2;5.78;27;10.9;0.2;2.82;3334.11;23;60;;;;
2006-04-18;Column 2;2;5.82;27.4;11.36;0.2;2.94;3452.71;20;80;;;0.7;
2006-04-21;Column 2;2;;;;;3.03;3538.11;;;;;;
2006-04-24;Column 2;2;5.85;28.1;12.5;0.2;3.11;3614.71;15;85;;;;
2006-04-28;Column 2;2;5.72;28.8;11.5;0.2;3.2;3710.61;18;81;;;;
2006-05-01;Column 2;2;5.84;29;10;0.2;3.23;3738.01;27;71;;;;
2006-05-04;Column 2;2;5.79;29.3;17.2;0.2;3.26;3768.71;;;;;;
2006-05-08;Column 2;2;5.9;30.1;17.1;0.2;3.32;3829.61;22.1;72;;;;
2006-05-16;Column 2;2;5.81;30.2;16.1;0.2;3.38;3893.71;24;74;;;;
2006-05-19;Column 2;2;5.86;30.5;13.6;0.2;3.39;3903.81;;;;;;
2006-05-22;Column 2;2;5.87;31;15;0.2;3.41;3923.81;22.2;76.6;;;;
2006-05-26;Column 2;2;5.93;30.6;13;0.2;3.42;3934.51;;;;;;
2006-05-29;Column 2;2;5.92;30.5;14.2;0.2;3.43;3943.31;20;73.5;;;;
2006-06-02;Column 2;2;5.86;31.2;11.9;0.2;3.46;3969.91;;;;;;
2006-06-09;Column 2;2;5.75;30.8;19.5;0.2;3.59;4099.21;;;;;;
2006-06-12;Column 2;2;5.87;32;27.1;0.2;3.69;4200.81;14.4;78.2;;;;
2006-06-16;Column 2;2;6.04;31.1;16.1;0.2;3.79;4302.81;7.5;17.9;;;;
2006-06-19;Column 2;2;6.04;31.8;20.2;0.2;3.8;4307.11;12.3;80.3;;;;
2006-06-21;Column 2;2;6.1;31.8;16.6;0.2;3.88;4385.11;13.5;74.6;;;;
2006-06-23;Column 2;2;6.11;31.8;17.1;0.2;3.91;4421.11;13.9;75.1;;;;
2006-06-27;Column 2;2;6.33;31.7;13.8;0.2;3.95;4463.31;13;77;;;;
2006-07-03;Column 2;2;5.94;32.3;23.6;0.2;4.39;4901.31;;;;;;
2006-07-10;Column 2;2;5.89;32.6;20.5;0.2;4.92;5425.31;;;;;;
2006-07-16;Column 2;2;5.88;33;23.2;0.2;5.25;5761.91;;;;;;
2006-07-19;Column 2;2;5.94;33.2;24.2;0.2;5.41;5917.81;;;;;;
2006-07-23;Column 2;2;5.95;33.7;24.2;0.2;5.67;6182.91;;;;;;
2006-07-28;Column 2;2;6.02;34.1;25.2;0.2;5.88;6391.21;;;;;;
2006-07-30;Column 2;2;6.01;34.1;24.9;0.2;5.92;6433.21;;;;;;
2006-08-06;Column 2;2;5.99;34.4;22.2;0.2;6.04;6549.91;;;;;;
2006-08-09;Column 2;2;5.97;34.3;18.5;0.2;6.09;6599.81;;;;;;
2006-08-13;Column 2;2;6.02;34.7;17.6;0.2;6.15;6659.21;;;;;;
2006-08-15;Column 2;2;5.93;34.6;17;0.2;6.15;6663.91;24.7;47.2;;;5.6;
2006-08-20;Column 2;2;5.98;34.9;18.6;0.2;6.21;6716.81;28.5;65.1;;;0.4;
2006-08-28;Column 2;2;5.99;35.2;18.8;0.2;6.29;6794.81;27.2;67.5;;;0.1;
2006-09-05;Column 2;2;6.08;35.5;18.9;0.2;6.37;6879.21;25;69;;;0;
2006-09-10;Column 2;2;6.17;35.5;18.5;0.2;6.41;6924.51;24;66.4;;;0.9;
2006-09-14;Column 2;2;6.14;35.9;21.9;0.2;6.47;6977.11;24.5;69;;;0;
2006-09-17;Column 2;2;;;;;6.5;7014.11;;;;;;
2006-09-24;Column 2;2;6.35;36.4;20.9;0.2;6.55;7060.81;24.4;67.6;;;0.4;
2006-10-04;Column 2;2;6.33;36.6;15.2;0.2;6.61;7115.11;24.6;64.8;;;0.7;
2006-10-06;Column 2;2;6.44;36.7;14;0.2;6.62;7134.51;21.2;57.3;;;3.2;
2006-10-16;Column 2;2;6.42;36.9;11.7;0.2;6.65;7156.61;23;60;;;1.5;
2006-10-23;Column 2;2;6.35;36.8;15.4;0.2;6.71;7222.61;26.1;66.3;;;0;
2006-10-28;Column 2;2;6.59;36.9;14.6;0.32;6.78;7289.91;25.9;63.4;;;0.3;
2006-11-06;Column 2;2;6.34;37.5;13.3;0.2;6.86;7367.21;31.2;61.3;;;0;
2006-11-13;Column 2;2;6.29;37.5;11.2;0.2;6.87;7375.11;31.4;57.6;;;0.1;
2006-11-20;Column 2;2;6.37;36;11;0.2;6.88;7387.11;35.9;56.6;;;0;
2006-11-27;Column 2;2;6.26;36.5;10;0.2;6.92;7425.31;37;52;;;1.1;
2006-12-04;Column 2;2;6.34;37.5;10.5;0.2;7.04;7554.21;29.3;37.2;;;5.8;
2006-12-09;Column 2;2;6.46;37.4;10.5;0.2;7.1;7609.71;36.8;50.3;;;1.6;
2006-12-18;Column 2;2;6.35;37.8;10.9;0.2;7.37;7879.91;35.2;40.7;;;4.2;
2006-12-23;Column 2;2;6.33;37.8;5.8;0.2;7.63;8137.91;47;50;;;0;
2007-01-03;Column 2;2;6.41;35.7;7.5;0.2;8.17;8675.91;58.3;41.2;;;0;
2007-01-09;Column 2;2;6.47;34.7;9;0.2;8.59;9095.31;60.5;40.2;;;0;
2007-01-19;Column 2;2;6.54;33.7;11.4;0.2;9.4;9908.21;63.9;38.4;;;0;
2007-01-24;Column 2;2;6.54;37.8;7.4;0.2;9.96;10471.81;67.8;34.8;;;0;
2007-01-29;Column 2;2;6.32;37.4;9.9;0.2;10.48;10988.81;69.2;33.9;;;0;
2007-02-06;Column 2;2;6.4;39.2;7.8;0.2;11.52;12025.71;69.2;33.9;;;;
2007-02-12;Column 2;2;6.34;37.1;8.8;0.2;12.32;12827.81;62.5;38.5;;;0;
2007-02-19;Column 2;2;;;;;13.45;13958.81;67.1;36.3;;;0;
2007-03-05;Column 2;2;6.44;36.1;10.7;0.2;16.09;16599.51;68.2;34.9;;;0;
2007-03-14;Column 2;2;6.63;36;10.8;0.2;16.1;16607.31;;;;;;
2006-03-01;Column 3;2;;;;;0.3;0.3;;;;;;
2006-03-02;Column 3;2;5.81;23.4;11.3;;0.4;104;;;;;;
2006-03-03;Column 3;2;5.83;24.5;7.3;0.9;0.6;301.3;0;94.4;;;3.4;
2006-03-06;Column 3;2;5.94;24.7;5.9;0.5;1.54;1238.3;0;99;;;0.3;
2006-03-07;Column 3;2;5.9;24.1;5;0.5;1.79;1485.7;10;81.8;;;0.4;
2006-03-08;Column 3;2;;;;;1.99;1690.9;;;;;;
2006-03-09;Column 3;2;5.98;23.9;8.7;0.5;2.09;1791;;;;;;
